"code","label"
"response = requests.get(url, timeout=5, verify=True)","Safe"
"query = 'SELECT * FROM users WHERE username = \'' + username + '\' AND password = \'' + password + '\''","High Risk"
"db.execute('SELECT * FROM config WHERE key = ' + config_key)","High Risk"
"cursor.execute('SELECT * FROM transactions WHERE amount > ' + min_amount)","High Risk"
"sql = 'SELECT email FROM users WHERE id = ' + request.args['id']","High Risk"
"cursor.execute('INSERT INTO comments VALUES (\'' + comment_text + '\'')","High Risk"
"query = 'UPDATE settings SET value = ' + new_value + ' WHERE name = ' + setting_name","High Risk"
"cursor.execute('SELECT * FROM products WHERE price < ' + max_price + ' ORDER BY name')","High Risk"
"db.raw('SELECT * FROM logs WHERE user_id = ' + uid)","High Risk"
"connection.query('SELECT * FROM ' + table_name + ' LIMIT 10')","High Risk"
"cursor.execute(f""SELECT * FROM {table} WHERE status = '{status}'"")","High Risk"
"stmt = 'SELECT * FROM audit WHERE action = \'' + action + '\' AND user = \'' + user + '\''","High Risk"
"query = 'SELECT * FROM ' + request.form.get('table')","High Risk"
"cursor.execute('SELECT * FROM users WHERE dob = \'' + dob + '\' AND country = \'' + country + '\''","High Risk"
"db.query('DELETE FROM messages WHERE id = ' + msg_id + ' AND user = ' + user_id)","High Risk"
"cursor.execute('SELECT COUNT(*) FROM users WHERE username = \'' + uname + '\'')","High Risk"
"db.users.find({'username': request.form['username'], '$where': 'this.password == \'' + pwd + '\''  })","High Risk"
"collection.find({'$where': 'this.' + field + ' == ' + value})","High Risk"
"db.users.find({'username': {'$regex': request.args.get('q')}})","High Risk"
"db.eval('db.users.find({username: \'' + username + '\'})')","High Risk"
"collection.update({'_id': id}, {'$set': json.loads(request.data)})","High Risk"
"model.find({}).sort(request.args.get('field'), 1)","High Risk"
"ldap_filter = '(uid=' + username + ')'","High Risk"
"conn.search(base_dn, '(mail=' + email + ')', attributes=['*'])","High Risk"
"search_filter = '(&(objectClass=user)(sAMAccountName=' + user_input + '))'","High Risk"
"ldap.search_s(base, ldap.SCOPE_SUBTREE, '(cn=' + name + ')')","High Risk"
"directory.search(base_dn, f'(uid={user_id})(password={pwd})')","High Risk"
"tree = etree.parse(request.files['xml'])","High Risk"
"doc = lxml.etree.fromstring(user_xml_bytes)","High Risk"
"dom = xml.dom.minidom.parseString(request.data)","High Risk"
"parser = xml.etree.ElementTree.XMLParser(); ElementTree.parse(user_file, parser)","High Risk"
"saxparser = xml.sax.make_parser(); saxparser.parse(user_input)","High Risk"
"result = xmltodict.parse(request.get_data(), process_namespaces=True)","High Risk"
"env = jinja2.Environment(); tmpl = env.from_string(request.args.get('template'))","High Risk"
"rendered = Template(request.form['tpl']).render(user=current_user)","High Risk"
"output = pystache.render(request.json.get('template'), context)","High Risk"
"return render_template_string(f'Hello {request.args.get(""name"")}!')","High Risk"
"tmpl = request.args.get('tmpl', ''); return jinja2.Template(tmpl).render()","High Risk"
"from string import Template; Template(user_tpl).substitute(os.environ)","High Risk"
"response = requests.get(request.args.get('url'))","High Risk"
"r = urllib.request.urlopen(request.form['target_url'])","High Risk"
"data = httpx.get(request.json['webhook_url']).text","High Risk"
"img = urllib.request.urlopen(user_supplied_url).read()","High Risk"
"socket.create_connection((request.args['host'], int(request.args['port'])))","High Risk"
"resp = requests.post(callback_url, json=payload)","High Risk"
"content = urllib.request.urlopen(f'http://{host}/api').read()","High Risk"
"if os.path.exists(tmpfile): os.system('cat ' + tmpfile)","High Risk"
"if os.access(filepath, os.R_OK): data = open(filepath).read()","High Risk"
"if os.path.isfile(upload_path): shutil.move(upload_path, dest)","High Risk"
"session_data = pickle.loads(base64.urlsafe_b64decode(request.headers['X-Session']))","High Risk"
"user_obj = pickle.load(open('/tmp/' + request.args['session_id'] + '.pkl', 'rb'))","High Risk"
"config = yaml.load(request.data, Loader=yaml.Loader)","High Risk"
"yaml.load(open(request.args['config']))","High Risk"
"task = celery.backend.get(request.args.get('task_id'))","High Risk"
"obj = jsonpickle.decode(request.get_data(as_text=True))","High Risk"
"re.match(request.args.get('pattern'), user_input)","High Risk"
"re.compile(user_pattern).search(data)","High Risk"
"pattern = re.compile(f'({user_input})*'); pattern.match(long_string)","High Risk"
"logging.info('User login: ' + username)","High Risk"
"logger.debug('Query: ' + raw_query)","High Risk"
"print('Processing: ' + user_data)","High Risk"
"log.write(request.headers.get('User-Agent') + '\n')","High Risk"
"logger.info(f'User {request.args.get(""name"")} logged in')","High Risk"
"if password == 'backdoor123': return admin_access()","High Risk"
"if username == 'admin' and password == 'password': grant_access()","High Risk"
"MASTER_KEY = 'b4ckd00r_k3y'; if key == MASTER_KEY: bypass_auth()","High Risk"
"if request.args.get('debug_key') == 'secret123': return dump_db()","High Risk"
"if token == '0000-0000-0000-0000': return admin_panel()","High Risk"
"compile(user_code, '<string>', 'exec')","High Risk"
"ast.parse(user_code); exec(compile(user_code, '<string>', 'exec'))","High Risk"
"builtins.__dict__[request.args['func']]()","High Risk"
"vars()[request.form['varname']] = request.form['value']","High Risk"
"type(name, (BaseModel,), request.json)()","High Risk"
"s3.get_object(Bucket=bucket, Key=request.args.get('file'))","High Risk"
"s3.download_file(bucket, request.form['key'], '/tmp/' + request.form['key'])","High Risk"
"boto3.client('s3').put_object(Bucket='public-bucket', Key=filename, Body=data, ACL='public-read')","High Risk"
"iam.create_access_key(UserName=request.args.get('user'))","High Risk"
"lambda_client.invoke(FunctionName=request.json['function'], Payload=request.data)","High Risk"
"os.system('docker run --privileged --rm -v /:/mnt alpine chroot /mnt ' + cmd)","High Risk"
"subprocess.run(['docker', 'exec', container_id, 'sh', '-c', user_cmd], shell=False)","High Risk"
"User.objects.raw('SELECT * FROM auth_user WHERE username = \'' + username + '\'')","High Risk"
"queryset = User.objects.extra(where=['username = \'' + username + '\''  ])","High Risk"
"return HttpResponse(request.GET.get('message'))","High Risk"
"mark_safe(request.POST.get('html_content'))","High Risk"
"response = redirect(request.GET.get('next', '/'))","High Risk"
"exec(request.POST.get('code', ''))","High Risk"
"app.secret_key = 'dev'; app.run(debug=True, host='0.0.0.0')","High Risk"
"@app.route('/admin'); def admin(): return open('/etc/passwd').read()","High Risk"
"filename = request.args.get('f'); return send_from_directory('/var/www', filename)","High Risk"
"app.get('/run', (req, res) => { const { exec } = require('child_process'); exec(req.query.cmd, (e, o) => res.send(o)) })","High Risk"
"const query = 'SELECT * FROM users WHERE id = ' + req.params.id; db.query(query, callback)","High Risk"
"res.render(req.query.template, { user: req.user })","High Risk"
"const code = req.body.code; eval(code)","High Risk"
"require(req.query.module)(req, res)","High Risk"
"const filePath = path.join(__dirname, req.params[0]); res.sendFile(filePath)","High Risk"
"app.use(express.static(req.query.dir))","High Risk"
"String hql = 'FROM User WHERE username = \'' + username + '\''; session.createQuery(hql).list()","High Risk"
"session.createNativeQuery('SELECT * FROM users WHERE id = ' + id).getResultList()","High Risk"
"entityManager.createNativeQuery('DELETE FROM sessions WHERE token = \'' + token + '\'').executeUpdate()","High Risk"
"ProcessBuilder pb = new ProcessBuilder(request.getParameter('cmd')); pb.start()","High Risk"
"Class cls = Class.forName(className); Method m = cls.getMethod(methodName); m.invoke(null, args)","High Risk"
"XStream xstream = new XStream(); xstream.fromXML(request.getInputStream())","High Risk"
"ObjectInputStream ois = new ObjectInputStream(new Base64InputStream(new ByteArrayInputStream(Base64.decode(data)))); ois.readObject()","High Risk"
"$query = 'SELECT * FROM users WHERE username = \'' . $_POST['username'] . '\'';","High Risk"
"$result = pg_query($conn, 'SELECT * FROM orders WHERE id = ' . $_GET['id']);","High Risk"
"$cmd = $_POST['cmd']; shell_exec($cmd);","High Risk"
"$file = $_GET['file']; echo file_get_contents($file);","High Risk"
"$class = $_GET['class']; $obj = new $class();","High Risk"
"extract($_POST);","High Risk"
"$data = json_decode(file_get_contents('php://input'), true); extract($data);","High Risk"
"move_uploaded_file($_FILES['file']['tmp_name'], '/var/www/uploads/' . $_FILES['file']['name']);","High Risk"
"User.where('name = \'' + params[:name] + '\'')","High Risk"
"eval(params[:code])","High Risk"
"render inline: params[:template]","High Risk"
"redirect_to params[:url]","High Risk"
"system(params[:cmd])","High Risk"
"YAML.load(params[:data])","High Risk"
"user_data = db.get_user(request.args.get('user_id'))","Medium Risk"
"order = Order.query.get(request.form['order_id'])","Medium Risk"
"doc = Document.find(params[:id])","Medium Risk"
"return get_file(request.args.get('filename'))","Medium Risk"
"account = Account.objects.get(id=request.GET['account_id'])","Medium Risk"
"app.config['TESTING'] = True","Medium Risk"
"DATABASES = {'default': {'ENGINE': 'django.db.backends.sqlite3', 'NAME': 'db.sqlite3'}}","Medium Risk"
"server.listen(8080, '0.0.0.0')","Medium Risk"
"app.config['PROPAGATE_EXCEPTIONS'] = True","Medium Risk"
"response.headers['Server'] = 'Apache/2.4.41 (Ubuntu)'","Medium Risk"
"app.config['MAX_CONTENT_LENGTH'] = None","Medium Risk"
"STATICFILES_DIRS = [os.path.join(BASE_DIR, 'static')]","Medium Risk"
"DEBUG_TOOLBAR_PANELS = ['debug_toolbar.panels.sql.SQLPanel']","Medium Risk"
"SHOW_TOOLBAR_CALLBACK = lambda r: True","Medium Risk"
"return jsonify({'user': user.to_dict(), 'password_hash': user.password})","Medium Risk"
"logger.info('Login attempt: user=%s pass=%s', username, password)","Medium Risk"
"response.headers['X-Debug-Info'] = json.dumps(request.environ)","Medium Risk"
"print(f'DB connection: {DATABASE_URL}')","Medium Risk"
"raise Exception(f'DB error: {str(e)} - query: {query}')","Medium Risk"
"return {'error': str(exception), 'traceback': traceback.format_exc()}","Medium Risk"
"sys.stderr.write(f'Config: {config}\n')","Medium Risk"
"except Exception: pass","Medium Risk"
"except Exception as e: continue","Medium Risk"
"try: authenticate(user, pw) except: return True","Medium Risk"
"except AuthError: return {'status': 'ok'}","Medium Risk"
"xml.etree.ElementTree.parse(user_file)","Medium Risk"
"json.loads(request.data, parse_constant=lambda x: x)","Medium Risk"
"yaml.load(config_file)","Medium Risk"
"import ast; ast.literal_eval(request.data)","Medium Risk"
"SLACK_BOT_TOKEN = 'xoxb-EXAMPLE-FAKE-TOKEN-REDACTED'","Medium Risk"
"DISCORD_TOKEN = 'NTYwMjI2MTc3MDQ0MDIwNDg0.XXXXXX.YYYYYYYYYYYYYY'","Medium Risk"
"PAYPAL_SECRET = 'EKr_xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx'","Medium Risk"
"APPLE_PAY_KEY = '-----BEGIN EC PRIVATE KEY-----\nABC123\n-----END EC PRIVATE KEY-----'","Medium Risk"
"FIREBASE_API_KEY = 'AIzaSyABCDEFGHIJKLMNOPQRSTUVWXYZ1234567'","Medium Risk"
"OPENAI_API_KEY = 'sk-XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'","Medium Risk"
"ANTHROPIC_API_KEY = 'sk-ant-api03-XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'","Medium Risk"
"AZURE_STORAGE_KEY = 'DefaultEndpointsProtocol=https;AccountName=xxx;AccountKey=yyy;'","Medium Risk"
"GCP_SERVICE_ACCOUNT = json.load(open('service_account.json'))","Medium Risk"
"HEROKU_API_KEY = 'xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx'","Medium Risk"
"NPM_TOKEN = 'npm_EXAMPLE_FAKE_TOKEN_REDACTED'","Medium Risk"
"DOCKER_PASSWORD = 'my_docker_password_123'","Medium Risk"
"ssh_private_key = open('id_rsa').read()","Medium Risk"
"private_key_data = open('/root/.ssh/id_rsa').read()","Medium Risk"
"certificate = open('server.key').read()","Medium Risk"
"MIN_PASSWORD_LENGTH = 4","Medium Risk"
"PASSWORD_REGEX = r'.'","Medium Risk"
"if len(password) >= 1: return True","Medium Risk"
"def validate_password(pwd): return len(pwd) > 0","Medium Risk"
"PASSWORD_VALIDATORS = []","Medium Risk"
"response.set_cookie('session', token)","Medium Risk"
"resp.set_cookie('auth', jwt_token, httponly=False, secure=False)","Medium Risk"
"document.cookie = 'session=' + token","Medium Risk"
"res.cookie('auth', token, { httpOnly: false })","Medium Risk"
"response.set_cookie('user_id', str(user.id), expires=datetime(2099, 1, 1))","Medium Risk"
"Set-Cookie: session=abc123; Path=/","Medium Risk"
"return jsonify({'version': sys.version, 'platform': sys.platform})","Medium Risk"
"return render_template('error.html', error=traceback.format_exc())","Medium Risk"
"except Exception as e: return str(e), 500","Medium Risk"
"app.errorhandler(500)(lambda e: (str(e), 500))","Medium Risk"
"EXPOSE_HEADERS = ['X-Debug-Token', 'X-Debug-Token-Link']","Medium Risk"
"return jsonify(request.environ)","Medium Risk"
"if stored_token == provided_token: grant_access()","Medium Risk"
"if user.api_key == request.headers['X-API-Key']: return True","Medium Risk"
"return password == stored_password","Medium Risk"
"if computed_hash == expected_hash: return True","Medium Risk"
"Object.assign(config, req.body)","Medium Risk"
"_.merge(defaults, req.body)","Medium Risk"
"const merged = { ...defaults, ...req.query }","Medium Risk"
"deepmerge(config, JSON.parse(req.body))","Medium Risk"
"User.objects.filter(username=username, is_active=True).first()","Safe"
"qs = User.objects.filter(pk__in=[int(i) for i in safe_ids])","Safe"
"from django.db import connection; cursor = connection.cursor(); cursor.execute('SELECT * FROM auth_user WHERE id = %s', [user_id])","Safe"
"user = get_object_or_404(User, pk=user_id)","Safe"
"queryset = MyModel.objects.filter(owner=request.user)","Safe"
"form = UserForm(request.POST); form.is_valid(); form.save()","Safe"
"from django.contrib.auth.hashers import make_password; hashed = make_password(password)","Safe"
"from django.contrib.auth import authenticate; user = authenticate(username=u, password=p)","Safe"
"from django.views.decorators.csrf import csrf_protect; @csrf_protect","Safe"
"from django.utils.html import escape; safe_text = escape(user_input)","Safe"
"HttpResponse(content_type='application/json').headers['X-Content-Type-Options'] = 'nosniff'","Safe"
"SECURE_BROWSER_XSS_FILTER = True","Safe"
"SECURE_CONTENT_TYPE_NOSNIFF = True","Safe"
"X_FRAME_OPTIONS = 'DENY'","Safe"
"CSRF_COOKIE_SECURE = True","Safe"
"SESSION_COOKIE_SECURE = True","Safe"
"SECURE_SSL_REDIRECT = True","Safe"
"ALLOWED_HOSTS = ['myapp.example.com']","Safe"
"PASSWORD_HASHERS = ['django.contrib.auth.hashers.Argon2PasswordHasher']","Safe"
"@app.before_request; def check_auth(): if not current_user.is_authenticated: abort(401)","Safe"
"app.config['SESSION_COOKIE_SAMESITE'] = 'Strict'","Safe"
"talisman = Talisman(app, content_security_policy={'default-src': ['self']})","Safe"
"from flask_limiter import Limiter; limiter = Limiter(app, key_func=get_remote_address)","Safe"
"@login_required; @permission_required('app.view_admin')","Safe"
"from flask_wtf.csrf import CSRFProtect; csrf = CSRFProtect(app)","Safe"
"secure_filename(file.filename); os.path.join(app.config['UPLOAD_FOLDER'], fn)","Safe"
"from itsdangerous import TimestampSigner; s = TimestampSigner(secret_key)","Safe"
"from cryptography.hazmat.primitives.ciphers.aead import AESGCM; AESGCM(key).encrypt(nonce, data, aad)","Safe"
"const helmet = require('helmet'); app.use(helmet())","Safe"
"const rateLimit = require('express-rate-limit'); app.use(rateLimit({ max: 100 }))","Safe"
"const xss = require('xss-clean'); app.use(xss())","Safe"
"const mongoSanitize = require('express-mongo-sanitize'); app.use(mongoSanitize())","Safe"
"const validator = require('validator'); validator.isEmail(req.body.email)","Safe"
"bcrypt.genSalt(12, (err, salt) => bcrypt.hash(password, salt, callback))","Safe"
"const token = require('crypto').randomBytes(64).toString('hex')","Safe"
"app.use(session({ secret: process.env.SESSION_SECRET, resave: false, saveUninitialized: false, cookie: { secure: true, httpOnly: true } }))","Safe"
"const { body, validationResult } = require('express-validator'); body('email').isEmail().normalizeEmail()","Safe"
"const sanitized = validator.escape(req.body.input)","Safe"
"const safe = encodeURIComponent(userInput)","Safe"
"res.set('Content-Security-Policy', ""default-src 'self'"")","Safe"
"app.use((req, res, next) => { res.setHeader('X-Frame-Options', 'DENY'); next(); })","Safe"
"const db = require('mysql2/promise'); const [rows] = await db.execute('SELECT * FROM users WHERE id = ?', [id])","Safe"
"const { Pool } = require('pg'); pool.query('SELECT * FROM users WHERE id = $1', [userId])","Safe"
"@PreAuthorize(""hasRole('ADMIN')"")","Safe"
"@Secured('ROLE_USER')","Safe"
"String sql = 'SELECT * FROM users WHERE id = ?'; jdbcTemplate.queryForObject(sql, new Object[]{id}, User.class);","Safe"
"CriteriaBuilder cb = em.getCriteriaBuilder(); CriteriaQuery<User> cq = cb.createQuery(User.class);","Safe"
"@RequestMapping(method = RequestMethod.POST); @Valid @RequestBody UserDto userDto","Safe"
"BCryptPasswordEncoder encoder = new BCryptPasswordEncoder(); encoder.encode(password);","Safe"
"MessageDigest digest = MessageDigest.getInstance('SHA-256'); byte[] hash = digest.digest(data.getBytes(StandardCharsets.UTF_8));","Safe"
"SecureRandom random = new SecureRandom(); byte[] salt = new byte[16]; random.nextBytes(salt);","Safe"
"response.setHeader('X-Content-Type-Options', 'nosniff');","Safe"
"$stmt = $pdo->prepare('SELECT * FROM users WHERE id = ?'); $stmt->execute([$id]); $user = $stmt->fetch();","Safe"
"$user = User::find($id);","Safe"
"$users = DB::select('SELECT * FROM users WHERE active = ?', [true]);","Safe"
"$name = filter_var($_GET['name'], FILTER_SANITIZE_STRING);","Safe"
"$email = filter_var($_POST['email'], FILTER_VALIDATE_EMAIL);","Safe"
"$clean = strip_tags($_POST['content']);","Safe"
"echo htmlentities($user_input, ENT_QUOTES, 'UTF-8');","Safe"
"$hashed = password_hash($password, PASSWORD_ARGON2ID);","Safe"
"hash_equals($computed, $provided)","Safe"
"csrf_field()","Safe"
"return response()->json($data)->header('X-Frame-Options', 'DENY');","Safe"
"data = json.loads(request.data.decode('utf-8')); validate(data, schema)","Safe"
"from voluptuous import Schema, Required; Schema({Required('id'): int})(data)","Safe"
"from cerberus import Validator; v = Validator(schema); v.validate(document)","Safe"
"from jsonschema import validate; validate(instance=data, schema=schema)","Safe"
"page = max(1, min(1000, int(request.args.get('page', 1))))","Safe"
"safe_int = abs(int(value)) % MAX_LIMIT","Safe"
"if not all(c.isalnum() or c == '_' for c in identifier): raise ValueError('Bad identifier')","Safe"
"allowed_tables = {'users', 'products', 'orders'}; assert table_name in allowed_tables","Safe"
"allowed_columns = ['id', 'name', 'email']; assert col in allowed_columns","Safe"
"if field not in WHITELIST_FIELDS: abort(400, 'Invalid field')","Safe"
"import pathlib; p = pathlib.Path(base_dir) / filename; p.resolve().relative_to(base_dir)","Safe"
"base = pathlib.Path('/var/www/uploads').resolve(); target = (base / filename).resolve(); target.relative_to(base)","Safe"
"UPLOAD_EXTENSIONS = {'.jpg', '.png', '.pdf'}; ext = pathlib.Path(filename).suffix.lower(); assert ext in UPLOAD_EXTENSIONS","Safe"
"import magic; mime = magic.from_buffer(file.read(2048), mime=True); assert mime in ALLOWED_MIMES","Safe"
"from werkzeug.utils import secure_filename; fn = secure_filename(uploaded.filename); assert fn","Safe"
"tmpfile = tempfile.NamedTemporaryFile(delete=False, dir='/tmp', suffix='.csv')","Safe"
"result = subprocess.run(['ffmpeg', '-i', safe_input_path, output_path], capture_output=True, timeout=30)","Safe"
"out = subprocess.check_output(['identify', '-format', '%w %h', safe_path], shell=False)","Safe"
"proc = subprocess.Popen(['/usr/bin/php', '-l', php_file], stdout=subprocess.PIPE, stderr=subprocess.PIPE)","Safe"
"subprocess.run(['openssl', 'genrsa', '-out', keyfile, '4096'], check=True)","Safe"
"result = subprocess.run(['nmap', '-sV', '-p', '80,443', safe_ip], capture_output=True, timeout=60)","Safe"
"s3 = boto3.client('s3'); obj = s3.get_object(Bucket=BUCKET_NAME, Key=safe_key)","Safe"
"s3.put_object(Bucket=bucket, Key=key, Body=data, ServerSideEncryption='AES256')","Safe"
"bucket_policy = json.loads(s3.get_bucket_policy(Bucket=bucket)['Policy'])","Safe"
"session = boto3.Session(profile_name=os.environ['AWS_PROFILE'])","Safe"
"secrets = boto3.client('secretsmanager').get_secret_value(SecretId=os.environ['SECRET_ARN'])","Safe"
"response.set_cookie('session', token, httponly=True, secure=True, samesite='Strict')","Safe"
"resp.set_cookie('auth', jwt_token, httponly=True, secure=True, max_age=3600)","Safe"
"res.cookie('session', token, { httpOnly: true, secure: true, sameSite: 'strict' })","Safe"
"setcookie('session', $token, ['httponly' => true, 'secure' => true, 'samesite' => 'Strict']);","Safe"
"CORS(app, origins=['https://myapp.example.com'], supports_credentials=True)","Safe"
"app.use(cors({ origin: 'https://trusted.example.com', credentials: true }))","Safe"
"response.headers['Access-Control-Allow-Origin'] = 'https://myapp.example.com'","Safe"
"CORS_ALLOWED_ORIGINS = ['https://frontend.example.com']","Safe"
"hmac.compare_digest(expected_token.encode(), provided_token.encode())","Safe"
"if not secrets.compare_digest(a, b): raise AuthError('Token mismatch')","Safe"
"itsdangerous.constant_time_compare(sig1, sig2)","Safe"
"time.sleep(random.uniform(0.1, 0.3))","Safe"
"if not hmac.compare_digest(hash_a, hash_b): abort(403)","Safe"
"logging.info('Login attempt for user_id=%s', user_id)","Safe"
"logger.warning('Failed login for user=%s from ip=%s', user_id, request.remote_addr)","Safe"
"audit_logger.info('Admin action: %s by %s', action, current_user.id)","Safe"
"logger.error('DB error on query %s: %s', query_type, error_code)","Safe"
"logging.info('File upload: size=%d, type=%s', file_size, safe_mime_type)","Safe"
"def get_user_safe(user_id):
    if not str(user_id).isdigit():
        return None
    return db.execute('SELECT * FROM users WHERE id = ?', (int(user_id),)).fetchone()","Safe"
"def process_upload(file):
    fn = secure_filename(file.filename)
    ext = os.path.splitext(fn)[1].lower()
    if ext not in {'.jpg', '.png', '.pdf'}:
        abort(400)
    file.save(os.path.join(UPLOAD_FOLDER, fn))","Safe"
"def create_token(user_id):
    payload = {'sub': user_id, 'exp': datetime.utcnow() + timedelta(hours=1), 'iat': datetime.utcnow()}
    return jwt.encode(payload, os.environ['JWT_SECRET'], algorithm='HS256')","Safe"
"def verify_webhook(payload, signature):
    expected = hmac.new(WEBHOOK_SECRET.encode(), payload, hashlib.sha256).hexdigest()
    if not hmac.compare_digest(expected, signature):
        abort(403)","Safe"
"def search(query):
    sql = 'SELECT * FROM products WHERE name LIKE \'' + query + '%\''
    return db.execute(sql).fetchall()","High Risk"
"def run_report(params):
    cmd = 'generate_report.sh ' + params['date'] + ' ' + params['format']
    return os.popen(cmd).read()","High Risk"
"def render_page(name):
    tpl = open('templates/' + name + '.html').read()
    return render_template_string(tpl, user=current_user)","High Risk"
"def load_plugin(name):
    module = importlib.import_module('plugins.' + name)
    return module.run(request.json)","High Risk"
"def process_config(raw):
    config = yaml.load(raw)
    return config","High Risk"
"def connect_db():
    host = os.environ.get('DB_HOST', 'localhost')
    pwd = 'default_password'
    return pymysql.connect(host=host, password=pwd)","Medium Risk"
"def get_api_key():
    # TODO: move to environment variable
    return 'sk-live-hardcoded-key-xyz'
","Medium Risk"
"def login(username, password):
    user = User.query.filter_by(username=username).first()
    if user and user.password == password:
        return True","Medium Risk"
"def check_token(token):
    stored = db.get_token()
    return token == stored","Medium Risk"
"def hash_pass(pwd):
    return hashlib.md5(pwd.encode()).hexdigest()","Medium Risk"
"API_SECRET = 'my-api-secret-key'","Medium Risk"
"POSTGRES_PASSWORD = 'postgres'","Medium Risk"
"MYSQL_ROOT_PASSWORD = 'root'","Medium Risk"
"REDIS_PASSWORD = 'redis123'","Medium Risk"
"RABBITMQ_DEFAULT_PASS = 'guest'","Medium Risk"
"admin_password = '123456'","Medium Risk"
"test_password = 'password'","Medium Risk"
"default_key = 'changeme'","Medium Risk"
"secret = 'abc123'","Medium Risk"
"DB_URI = 'mysql://user:password@127.0.0.1:3306/mydb'","Medium Risk"
"ftp_credentials = {'host': 'ftp.example.com', 'user': 'admin', 'pass': 'ftp123'}","Medium Risk"
"SMTP_PASSWORD = 'emailpass123'","Medium Risk"
"ldap_bind_password = 'ldappass'","Medium Risk"
"NPM_AUTH_TOKEN = 'npm_EXAMPLE_FAKE_TOKEN_REDACTED'","Medium Risk"
"DOCKER_HUB_PASSWORD = 'my_docker_pass'","Medium Risk"
"cipher = DES.new(key, DES.MODE_ECB)","Medium Risk"
"cipher = ARC4.new(key)","Medium Risk"
"digest = hashlib.new('sha1', data).hexdigest()","Medium Risk"
"crc = binascii.crc32(data)","Medium Risk"
"mac = hmac.new(b'weak', msg, hashlib.md5).digest()","Medium Risk"
"key = b'0123456789abcdef'","Medium Risk"
"ITERATIONS = 100","Medium Risk"
"pbkdf2 = hashlib.pbkdf2_hmac('sha1', pwd, salt, 1000)","Medium Risk"
"token = uuid.uuid4().hex","Medium Risk"
"session_id = str(int(time.time()))","Medium Risk"
"nonce = str(random.getrandbits(64))","Medium Risk"
"salt = 'fixed_salt_value'","Medium Risk"
"SECURE_HSTS_SECONDS = 0","Medium Risk"
"SESSION_EXPIRE_AT_BROWSER_CLOSE = False","Medium Risk"
"PERMANENT_SESSION_LIFETIME = timedelta(days=365)","Medium Risk"
"JSONIFY_PRETTYPRINT_REGULAR = True","Medium Risk"
"TEMPLATES_AUTO_RELOAD = True","Medium Risk"
"PRESERVE_CONTEXT_ON_EXCEPTION = True","Medium Risk"
"DEFAULT_PERMISSION_CLASSES = ['rest_framework.permissions.AllowAny']","Medium Risk"
"REST_FRAMEWORK = {'DEFAULT_AUTHENTICATION_CLASSES': []}","Medium Risk"
"app.config['DEBUG_TB_ENABLED'] = True","Medium Risk"
"app.config['LOGIN_DISABLED'] = True","Medium Risk"
"MIDDLEWARE = []","Medium Risk"
"app.logger.debug('Request data: %s', request.data)","Medium Risk"
"logger.debug('Headers: %s', dict(request.headers))","Medium Risk"
"print('Auth token:', auth_token)","Medium Risk"
"log.info('User data: %s', json.dumps(user.__dict__))","Medium Risk"
"logging.debug('SQL: %s PARAMS: %s', sql, params)","Medium Risk"
"print(request.cookies)","Medium Risk"
"app.debug = True; logging.basicConfig(level=logging.DEBUG)","Medium Risk"
"@app.route('/admin/users'); def list_users(): return jsonify(User.query.all())","Medium Risk"
"@app.route('/api/internal'); def internal_api(): return jsonify(internal_data())","Medium Risk"
"@app.route('/export'); def export_data(): return send_file('backup.sql')","Medium Risk"
"def get_all_users(): return db.session.query(User).all()","Medium Risk"
"def delete_account(user_id): User.query.filter_by(id=user_id).delete()","Medium Risk"
"smtp = smtplib.SMTP('smtp.example.com', 587)","Medium Risk"
"ftp = ftplib.FTP('ftp.example.com')","Medium Risk"
"conn = telnetlib.Telnet('192.168.1.1', 23)","Medium Risk"
"http_client = http.client.HTTPConnection('api.example.com')","Medium Risk"
"urllib.request.urlopen('http://api.example.com/data')","Medium Risk"
"session_token = hashlib.md5(username.encode()).hexdigest()","Medium Risk"
"session_id = base64.b64encode(username.encode()).decode()","Medium Risk"
"csrf_token = str(user_id) + str(int(time.time()))","Medium Risk"
"auth_header = base64.b64encode(f'{username}:{password}'.encode()).decode()","Medium Risk"
"otp = random.randint(100000, 999999)","Medium Risk"
"reset_token = str(random.randint(0, 999999)).zfill(6)","Medium Risk"
"temp_password = ''.join(random.choices(string.ascii_letters, k=8))","Medium Risk"
"invoice_id = int(time.time())","Medium Risk"
"os.chmod(uploaded_file, 0o777)","Medium Risk"
"os.chmod('/var/www/uploads', 0o777)","Medium Risk"
"os.makedirs(dir_path, mode=0o777, exist_ok=True)","Medium Risk"
"except PermissionError: pass","Medium Risk"
"except AuthenticationError: continue","Medium Risk"
"def check_password_strength(p): return len(p) >= 4","Medium Risk"
